频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,实际检测次数,有效检测率,首次出现时间,当前动态评分,当前检测置信度,长 GOP 预判,轮播预判,总采样次数,有效采样次数,动态样本次数,历史动态评分,历史置信度,主 phash,主 phash 出现次数,重复指数,时间跨度覆盖度,phash 集中度,锚点一致率,最大连续重复长度,单天最大连续重复,轮播源评分,轮播源等级,静态源评分,静态源等级,是否夜间停播
CCTV10,http://www.freetv.top/migu/624878405.m3u8?migutoken=994dc87ce4767211215bbc02fa208301259959a2d995deb9996c41b650e244fc75c3d5bae41d623bed5ba96aa38c7ea483d856771c119f74e8bb93fb60dc8304e146d0bf46405e88554d84e414,,,,,,,1920x1080,CCSH.txt,1482,200,成功,h264,1920x1080,30.0,有音频,0.482,14,0.6428571428571429,2601162217-hash-merge,100.0,6,1,1,14,9,0,100.0,9,c1c1c19d7e666363,9,0.6429,1.0,0.6429,1.0,0.2857,1.0,71.4286,明显轮播特征,85.0,静态源,0
湖南卫视,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,193,200,成功,h264,1920x1080,50.0,有音频,1.985,14,0.6428571428571429,2601162217-hash-merge,13.33333333333333,6,0,0,14,9,9,0.0,9,b175c2de28ceba28,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,22.4,动态源,0
浙江卫视,https://stream1.freetv.fun/9db0b177cf33e55f518fee70eb5b8aca7d6d592cb2f228931613f92024e4dcee.m3u8,,,,,,,1280x720,CCSH.txt,13,403,成功,h264,1280x720,25.0,有音频,1.679,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
CCTV14,https://stream1.freetv.fun/bc531e821958f0ef54aa8db7c21b4d6ff4f24b302caa6659b0900e901e29bda2.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,1280x720,25.0,有音频,1.537,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
CCTV12,http://go.bkpcp.top/mg/cctv12,,,,,,,1280x720,CCSH.txt,21,403,成功,h264,1280x720,25.0,有音频,1.893,14,0.7142857142857143,2601162217-hash-merge,40.0,6,1,0,14,10,10,0.0,10,cdcf8437723cc306,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-14.m3u8,,,,,,,1920x1080,CCSH.txt,4,403,成功,h264,1920x1080,25.0,有音频,6.085,14,0.6428571428571429,2601162217-hash-merge,0.0,6,0,0,14,9,9,0.0,9,c1dcb6c74a936ca1,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
安徽卫视,https://stream1.freetv.fun/cdfbe455fb831ea9ed9682a5c21b5a04e91c0b311137e44af31d325f23c9029d.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.705,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
CCTV11,https://stream1.freetv.fun/3f3cbe35e4ab51d5138589e61d79f5d29e6862401940478ddfa92fb6fcd8a874.m3u8,,,,,,,1280x720,CCSH.txt,4,403,成功,h264,1280x720,25.0,有音频,1.546,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0,,,,,,,1920x1080,CCSH.txt,889,200,成功,h264,1920x1080,30.0,有音频,1.132,14,0.7142857142857143,2601162217-hash-merge,100.0,6,1,1,14,10,0,100.0,10,c1c1c19d7e666363,10,0.7143,1.0,0.7143,1.0,0.4286,1.0,77.1429,强烈轮播特征,88.0,静态源,0
CCTV14,http://183.11.239.36:808/hls/32/index.m3u8,,,,,,,720x576,CCSH.txt,188,200,成功,h264,720x576,25.0,有音频,8.862,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8,,,,,,,1920x1080,CCSH.txt,227,200,成功,h264,1920x1080,25.0,有音频,2.424,14,0.5,2601162217-hash-merge,0.0,6,0,0,14,7,7,0.0,7,a18ade65338b3e61,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
东方卫视,https://stream1.freetv.fun/e3d4f185eb27d026fd51e6f45e4151ef3a2b76e097db4754a485865d9467aebc.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.677,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-10.m3u8,,,,,,,1920x1080,CCSH.txt,4,403,成功,hevc,1920x1080,25.0,有音频,3.426,14,0.2857142857142857,2601162217-hash-merge,100.0,6,1,1,14,4,3,25.0,4,a8d30964964dbced,1,0.0714,0.0714,0.2143,0.25,0.0714,1.0,17.5,无轮播特征,56.75,疑似静态源,0
湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-13.m3u8,,,,,,,1920x1080,CCSH.txt,4,403,成功,h264,1920x1080,50.0,有音频,2.083,14,0.5714285714285714,2601162217-hash-merge,13.33333333333333,6,0,0,14,8,8,0.0,8,8f7e12b54c0a315f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,22.4,动态源,0
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8,,,,,,,1920x1080,CCSH.txt,205,200,成功,h264,1920x1080,25.0,有音频,2.919,14,0.21428571428571427,2601162217-hash-merge,0.0,6,0,0,14,3,3,0.0,3,f4cb1fe78513e180,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=1f0018205f02ce70108aadafba7fcfec39c929e9d2523f79a212c4165da5603e21b87da7118e6b0cea3eeeeccd815040f7765b3fb939716daf20de611d8c89feb7e0fbd64b5fec9a152f7776b9,,,,,,,1920x1080,CCSH.txt,348,200,成功,h264,1920x1080,30.0,有音频,0.708,14,0.5714285714285714,2601162217-hash-merge,100.0,0,0,0,14,8,0,100.0,8,c1c1c19d7e666363,8,0.5714,0.9286,0.5714,1.0,0.2857,1.0,67.5,明显轮播特征,84.0,静态源,0
CCTV15,http://111.221.137.234:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,1280x720,CCSH.txt,210,200,成功,h264,1280x720,25.0,有音频,4.054,14,0.7142857142857143,2601162217-hash-merge,66.66666666666667,6,1,0,14,10,10,0.0,10,8b7834cb3cb736c0,1,0.0714,0.0714,0.2143,0.1,0.0714,1.0,14.5,无轮播特征,40.0,疑似动态源,0
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.27.235.94:8000/hls/13/index.m3u8#http://60.16.0.216:5757/hls/13/index.m3u8,,,,,,,1920x1080,CCSH.txt,438,200,成功,h264,1920x1080,50.0,有音频,2.391,14,0.8571428571428571,2601162217-hash-merge,0.0,6,0,0,14,12,12,0.0,12,e80d6ae08f592b8f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
CCTV11,https://stream1.freetv.fun/37b1c14c3378e510bd07d553a1abcca238f13e040b5b0419b3ece2c9d4f50efd.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.517,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
CCTV13,https://stream1.freetv.fun/03708eabf767c88c351b767a1f625c4a6a26af598b506db563767d59720bf332.m3u8,,,,,,,1280x720,CCSH.txt,4,403,成功,h264,1280x720,25.0,有音频,1.467,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
CCTV15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8,,,,,,,1920x1080,CCSH.txt,227,200,成功,h264,1920x1080,25.0,有音频,10.085,14,0.14285714285714285,2601162217-hash-merge,0.0,6,0,0,14,2,2,0.0,2,c7708e0c73cd53a9,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,18.0,动态源,0
东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8,,,,,,,1920x1080,CCSH.txt,208,200,成功,h264,1920x1080,25.0,有音频,10.409,14,0.07142857142857142,2601162217-hash-merge,100.0,0,0,0,14,1,1,0.0,1,8ec39d099c9c4a7e,1,0.0714,0.0714,0.0714,0.0,0.0714,1.0,10.3571,无轮播特征,51.0,疑似静态源,0
浙江卫视,http://113.15.109.216:59901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,198,200,成功,h264,720x576,50.0,有音频,4.444,14,0.5,2601162217-hash-merge,6.666666666666665,6,0,0,14,7,7,0.0,7,957262a53cc762bc,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
CCTV17,https://migu.188766.xyz/?migutoken=9329985fa4cf1658da3753d2ff66cc8a&id=CCTV17&type=yy,,,,,,,1920x1080,CCSH.txt,31,403,成功,h264,1920x1080,28.0,有音频,0.446,14,1.0,2601162217-hash-merge,19.999999999999996,6,0,0,14,14,14,0.0,14,fc87622b443cb3c6,9,0.6429,0.6429,0.7857,0.0,0.6429,1.0,55.3571,明显轮播特征,40.6,疑似动态源,0
CCTV8K,https://iptv.catvod.com/live.php?id=CCTV8K,,,,,,,1920x1080,CCSH.txt,1457,200,成功,h264,1920x1080,25.0,有音频,3.891,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,b4499fd205ed1237,3,0.2143,0.6429,0.3571,0.0,0.0714,1.0,26.7857,轻微轮播特征,22.2,动态源,0
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=7270a64d821d9de391cdabdf9685e61de5c0929c8486a24ac167aea6279189e5577fd24dce303030fbf1bec432df053fc57698fb48b6285a78bab608e954345314604511e497b104c51f5dc0cd,,,,,,,1920x1080,CCSH.txt,349,200,成功,h264,1920x1080,30.0,有音频,1.052,14,0.6428571428571429,2601162217-hash-merge,100.0,6,1,1,14,9,0,100.0,9,c1c1c19d7e666363,9,0.6429,1.0,0.6429,1.0,0.2857,1.0,71.4286,明显轮播特征,85.0,静态源,0
CCTV10,http://123.130.84.106:8154/tsfile/live/0010_1.m3u8,,,,,,,1920x1080,CCSH.txt,225,200,成功,h264,1920x1080,50.0,有音频,16.605,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-18.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,6.654,14,0.5714285714285714,2601162217-hash-merge,6.666666666666665,6,0,0,14,8,8,0.0,8,e4ba1a05d8b1f6a6,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=56c7feb8cb5f347901196e85642fd684252562a371f8eff91130c55f05b146a75525b0ded5bbd67d992fd86e47f3af37a5b87c9830db36e765e2b022af03ae4f28d4016c2f1bc9a60bc14d57b3,,,,,,,1920x1080,CCSH.txt,762,200,成功,h264,1920x1080,30.0,有音频,0.871,14,0.7142857142857143,2601162217-hash-merge,100.0,6,1,1,14,10,0,100.0,10,c1c1c19d7e666363,10,0.7143,0.9286,0.7143,1.0,0.5,1.0,77.5,强烈轮播特征,89.0,静态源,0
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,499,200,成功,h264,1920x1080,50.0,有音频,3.351,14,0.14285714285714285,2601162217-hash-merge,0.0,6,0,0,14,2,2,0.0,2,803855d79e267a5b,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,18.0,动态源,0
CCTV15,https://stream1.freetv.fun/648b7be65cb664f74ece6bf06fd0da367985b0f334507540fdbc65728052feee.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.531,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8,,,,,,,720x576,CCSH.txt,253,200,成功,h264,720x576,25.0,有音频,5.811,14,0.7142857142857143,2601162217-hash-merge,0.0,6,0,0,14,10,10,0.0,10,e1e0290d1eefe70c,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
CCTV11,https://www.freetv.top/migu/667987558.m3u8?migutoken=0889c33c8749b813b28c533d0ceb5e64bdf62396a1f0d2d849b8980a53dc7a8553dda3a862c070fb58ada9d23f299446643d38d44ab5b1506b0ff3a5033bd766ae621fd4e8c886ae46a9905d73,,,,,,,1920x1080,CCSH.txt,337,200,成功,h264,1920x1080,30.0,有音频,1.017,14,0.5714285714285714,2601162217-hash-merge,100.0,6,1,1,14,8,0,100.0,8,c1c1c19d7e666363,8,0.5714,0.9286,0.5714,1.0,0.2857,1.0,67.5,明显轮播特征,84.0,静态源,0
CCTV11,https://stream1.freetv.fun/d5f782070cc8a23fe81a95f05759b6fedf6c99e4d9aca6798c4211a901af4e1c.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.546,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
安徽卫视,https://stream1.freetv.fun/a9be08089c9d15abe0bf7a88c8c87b644d55ed4e1a3b117bf9bdf6caf232696e.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.728,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
CCTV11,https://stream1.freetv.fun/380fd2a0e12a88935db9c3b90b011270ffebeaa45361fe123a2db80942184264.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.518,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
CCTV13,https://live.catvod.com/iptv.php?id=cctv13,,,,,,,1920x1080,CCSH.txt,1134,403,成功,h264,1920x1080,30.0,有音频,0.372,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,5,64.28571428571428,14,c4539e86c12d966f,1,0.0714,0.0714,0.2143,0.8571,0.0714,1.0,29.6429,轻微轮播特征,34.9857,疑似动态源,0
CCTV15,https://stream1.freetv.fun/e1fcc9c1398db0b514abbe6289dd1403355081cbc3a9d20d2a3e29b82e476db5.m3u8,,,,,,,1280x720,CCSH.txt,15,403,成功,h264,1280x720,25.0,有音频,1.523,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
东方卫视,https://stream1.freetv.fun/0b4fafdf7a4d2abde4c397b04de179534e29c7c6d9aa36bd0404d2bec666b52a.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.648,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
CCTV14,https://stream1.freetv.fun/ebff23b3b373ed72ca39c3a25715fec761f64c20fd8a02fbbbba989df0e96918.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.522,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
浙江卫视,https://migu.188766.xyz/?migutoken=ea20ac265b5c48bc1f94d43ea4f0221e&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1,,,,,,,1920x1080,CCSH.txt,24,403,成功,h264,1920x1080,28.0,有音频,0.463,14,1.0,2601162217-hash-merge,19.999999999999996,6,0,0,14,14,14,0.0,14,fc87622b443cb3c6,9,0.6429,0.6429,0.7857,0.2143,0.6429,1.0,59.6429,明显轮播特征,40.6,疑似动态源,0
湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-16.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,4.528,14,0.42857142857142855,2601162217-hash-merge,0.0,6,0,0,14,6,6,0.0,6,d2586a2aabe92d2d,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
湖南卫视,https://stream1.freetv.fun/855f864a753430bdff0af1fa8b70958abde850657a3a03ebffc59580f6b826ae.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,1280x720,25.0,有音频,1.75,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-15.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,4.998,14,0.2857142857142857,2601162217-hash-merge,6.666666666666665,6,0,0,14,4,4,0.0,4,ac5063254b0b3edf,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
CCTV13,https://stream1.freetv.fun/a9631c113e023803a095cdee3ce217ee78fdc91d2374789f5fcbf3181dd265d4.m3u8,,,,,,,1280x720,CCSH.txt,4,403,成功,h264,1280x720,25.0,有音频,1.509,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8,,,,,,,1920x1080,CCSH.txt,200,200,成功,h264,1920x1080,50.0,有音频,9.013,14,0.07142857142857142,2601162217-hash-merge,100.0,0,0,0,14,1,1,0.0,1,c51a3ff0982576ac,1,0.0714,0.0714,0.0714,0.0,0.0714,1.0,10.3571,无轮播特征,51.0,疑似静态源,0
CCTV13,https://stream1.freetv.fun/6cc8f4fde2a46e1219682cea55cbeb311805fc0deb26d82777f1dcac09e2d82d.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.566,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-2.m3u8,,,,,,,1920x1080,CCSH.txt,4,403,成功,h264,1920x1080,50.0,有音频,1.764,14,1.0,2601162217-hash-merge,40.0,6,1,0,14,14,14,0.0,14,91b5466e68467ea9,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
CCTV11,https://stream1.freetv.fun/27632416c2d0b7008c9115ce0cc3fa91d296004c069613241b48e72241bf3f42.m3u8,,,,,,,1280x720,CCSH.txt,4,403,成功,h264,1280x720,25.0,有音频,1.512,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,219,200,成功,h264,1920x1080,25.0,有音频,8.298,14,0.07142857142857142,2601162217-hash-merge,100.0,0,0,0,14,1,1,0.0,1,c94cb26b177364b4,1,0.0714,0.0714,0.0714,0.0,0.0714,1.0,10.3571,无轮播特征,51.0,疑似静态源,0
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8,,,,,,,720x576,CCSH.txt,385,200,成功,h264,720x576,25.0,有音频,10.055,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8,,,,,,,1920x1080,CCSH.txt,214,200,成功,h264,1920x1080,25.0,有音频,17.648,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
浙江卫视,https://stream1.freetv.fun/0df862875bddfc375a0013f39f6b8787ba04f39160fa0449e305f8952e8209e9.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,1280x720,25.0,有音频,1.713,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
CCTV17,https://stream1.freetv.fun/449874b3e1a98f0960a43b24a6c3625aa31c794fb9efcddc8c782a9566e84553.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.482,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8,,,,,,,1920x1080,CCSH.txt,252,200,成功,h264,1920x1080,25.0,有音频,8.349,14,0.14285714285714285,2601162217-hash-merge,13.33333333333333,6,0,0,14,2,2,0.0,2,c09d37e4723f6152,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,22.4,动态源,0
CCTV13,https://stream1.freetv.fun/8322a5f8f9ef01ab3c6b242a7007dbfea4003032f7ddd7e74060d3c9e742c531.m3u8,,,,,,,,CCSH.txt,4,403,成功,h264,,,有音频,18.642,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
浙江卫视,https://stream1.freetv.fun/2d006495025116b5eeae6ac133fca1ea2ed38b48c255994add6b2153026222f5.m3u8,,,,,,,1280x720,CCSH.txt,12,403,成功,h264,1280x720,25.0,有音频,1.679,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
东方卫视,https://stream1.freetv.fun/a8d11bb4272a7aefc8c6a7056438b7329dce24c565aa1bc77593c02ddb36386f.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,1280x720,25.0,有音频,1.707,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
湖南卫视,http://111.221.137.234:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,1280x720,CCSH.txt,205,200,成功,h264,1280x720,25.0,有音频,2.83,14,0.7142857142857143,2601162217-hash-merge,66.66666666666667,6,1,0,14,10,10,0.0,10,94346f0be8616f1e,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,40.0,疑似动态源,0
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,252,200,成功,h264,1920x1080,25.0,有音频,3.177,14,0.6428571428571429,2601162217-hash-merge,0.0,6,0,0,14,9,9,0.0,9,bf48a964be34141f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
CCTV10,http://www.cdnstv.com:6398/hls/10/index.m3u8,,,,,,,1920x1080,CCSH.txt,220,200,成功,h264,1920x1080,25.0,有音频,19.462,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8,,,,,,,1920x1080,CCSH.txt,757,200,成功,h264,1920x1080,25.0,有音频,4.8,14,1.0,2601162217-hash-merge,66.66666666666667,6,1,0,14,14,13,7.142857142857139,14,c99c637236c89ce9,6,0.4286,1.0,0.9286,0.5714,0.1429,1.0,58.9286,明显轮播特征,47.6429,疑似动态源,0
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8,,,,,,,720x576,CCSH.txt,227,200,成功,h264,720x576,50.0,有音频,1.824,14,0.8571428571428571,2601162217-hash-merge,26.66666666666667,6,1,0,14,12,12,0.0,12,9d50c623c93dc47b,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,26.8,疑似动态源,0
CCTV11,https://stream1.freetv.fun/17d891eae505df11015721769460efb5710e894fe09b781364d6b052e6255b4e.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,1.477,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
