频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3763&tk=f6cc1e0a0e1a,,,,,,,,CCSH.txt,,
CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0764&tk=e503191f8e20,,,,,,,,CCSH.txt,,
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8,,,,,,,,CCSH.txt,,
CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0148&tk=f6cc1e0a0e1a,,,,,,,,CCSH.txt,,
CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2849&tk=f6cc1e0a0e1a,,,,,,,,CCSH.txt,,
CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5889&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2695&tk=a0c4f6cfaba3,,,,,,,,CCSH.txt,,
CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2988&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8451&tk=e640d0a1bf70,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1570&tk=f6cc1e0a0e1a,,,,,,,,CCSH.txt,,
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3327&tk=e640d0a1bf70,,,,,,,,CCSH.txt,,
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8805&tk=aa0698566417,,,,,,,,CCSH.txt,,
CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2045&tk=f6cc1e0a0e1a,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2958&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8922&tk=f6cc1e0a0e1a,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1487&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8714&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9128&tk=a0c4f6cfaba3,,,,,,,,CCSH.txt,,
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8926&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0445&tk=e640d0a1bf70,,,,,,,,CCSH.txt,,
CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0293&tk=e640d0a1bf70,,,,,,,,CCSH.txt,,
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2151&tk=e503191f8e20,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2448&tk=e503191f8e20,,,,,,,,CCSH.txt,,
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2767&tk=b53028476470,,,,,,,,CCSH.txt,,
CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5344&tk=e503191f8e20,,,,,,,,CCSH.txt,,
CCTV5,http://genglei.8866.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,,CCSH.txt,,
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub,,,,,,,,CCSH.txt,,
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4602&tk=a0c4f6cfaba3,,,,,,,,CCSH.txt,,
CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7976&tk=e503191f8e20,,,,,,,,CCSH.txt,,
CCTV5,http://223.159.9.168:8099/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,,CCSH.txt,,
