频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,检测次数,动态级别,平均抓帧时间,抓帧失败次数,出现最多次数phash的次数,出现最多次数的phash值
Subhavaartha TV (720p),https://2mk9qae4rwyb-hls-live.wmncdn.net/shubhavartha/live.stream/playlist.m3u8,SubhavaarthaTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SUBHAVAARTHA/images/LOGO_HD/image.png,News,640x360,iptv-org-all.txt,1861,200,成功,h264,640x360,25.0,有音频,3.123,10,115,2.4769179746666716,0,3,cd2d27a5b44e5652
Totalmusic 80s (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic_80s/SA_LIVE_hls_enc/master.m3u8,Totalmusic80s.uk@HD,,,,https://static.elektamedia.com/ch/tmc_80s.png,Music,1280x720,iptv-org-all.txt,1301,200,成功,h264,1280x720,23.976023976023978,有音频,1.196,4,85,1.8363915636666661,0,2,d11a64661fe14e9e
Teletrak (720p),https://unlimited6-cl.dps.live/sportinghd/sportinghd.smil/playlist.m3u8,TeletrakTV.cl@SD,,,,https://i.imgur.com/NoJvlig.png,Sports,,iptv-org-all.txt,1866,200,成功,h264,,,有音频,10.804,8,150,12.838558521500005,3,18,
TDT Multimedia (720p),https://video01.kshost.com.br:4443/juan6318/juan6318/playlist.m3u8,TDTMultimedia.bo@SD,,,,https://i.imgur.com/JkCywl5.png,General,1280x720,iptv-org-all.txt,1953,200,成功,h264,1280x720,25.0,有音频,4.295,10,147,5.0485766816666455,0,2,c663659c691978b3
TRK Krug (576p),http://cdn1.live-tv.od.ua:8081/krugod/krugod-abr/krugod/krugod/playlist.m3u8,TRKKrug.ua@SD,,,,https://i.imgur.com/CCxEt0w.png,Undefined,720x576,iptv-org-all.txt,1121,200,成功,h264,720x576,25.0,有音频,2.468,10,160,1.9878542423333556,0,2,89cceb8884b57753
Thai PBS (1080p) [Not 24/7],https://thaipbs-live.cdn.byteark.com/live/playlist.m3u8,ThaiPBS.th@SD,,,,https://i.imgur.com/CwalZjr.png,Undefined,1920x1080,iptv-org-all.txt,1745,200,成功,h264,1920x1080,25.0,有音频,4.919,10,153,5.063043737000025,0,3,87a46ecebc3119c6
Taiwan Plus TV (1080p),https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8,TaiwanPlusTV.tw@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Taiwan_Plus.png,Undefined,640x360,iptv-org-all.txt,207,200,成功,h264,640x360,30.0,有音频,3.413,10,159,3.2666975693333598,0,2,c9e9443f1c3750d3
Transformers TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/643683519b32b400094e0a40/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84afb1f1-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=aeb85f53-a136-4d6f-8952-43fda8f5ce47,,,,,,Undefined,426x240,iptv-org-all.txt,49,200,成功,h264,426x240,30.0,有音频,1.512,10,109,2.4965292416666593,0,5,cdc36763d91a303c
Television Caribbean (1080p),https://live.kingdom-tv.com:3545/stream/play.m3u8,TelevisionCaribbean.kn@SD,,,,https://i.imgur.com/Ogw0COv.png,General,1920x1080,iptv-org-all.txt,1339,200,成功,h264,1920x1080,24.0,有音频,3.374,9,174,3.6552990496666666,0,2,a6e158dcf7a1a258
TV7 Meteo (404p),https://www.gruppotv7.com:8090/hls/meteo.m3u8,,,,,,Undefined,720x404,iptv-org-all.txt,1043,200,成功,h264,720x404,25.0,有音频,3.307,10,140,2.946132129333345,0,3,b186c1e58efa312e
True Lives (1080p),https://amg00654-itv-amg00654c7-rakuten-uk-1282.playouts.now.amagi.tv/playlist/amg00654-itvstudiosfast-truelives-rakutenuk/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1462,200,成功,h264,1920x1080,25.0,有音频,3.933,10,163,4.299304207000016,0,2,b4f78b30f50ad348
Taevas TV7 (720p),https://vod.tv7.fi/tv7-ee/smil:tv7-ee.smil/playlist.m3u8,TaevasTV7.fi@SD,,,,https://i.imgur.com/usXedIj.png,Religious,1920x1080,iptv-org-all.txt,1139,200,成功,h264,1920x1080,25.0,有音频,9.333,10,186,8.977805765000008,0,1,d59d92c0f3203d5e
Totalmusic 2000s (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic_00s/SA_LIVE_hls_enc/master.m3u8,Totalmusic2000s.uk@HD,,,,https://static.elektamedia.com/ch/tmc_00s.png,Music,1280x720,iptv-org-all.txt,1038,200,成功,h264,1280x720,23.976023976023978,有音频,1.193,4,105,1.6862534013333554,0,2,faab25d005d6057d
Thornton Government Access Channel 17 (Thornton CO) (1080p),https://reflect-thornton.cablecast.tv/live-4/live/live.m3u8,Thornton8.us@SD,,,,https://i.imgur.com/C013OWn.png,Legislative,480x270,iptv-org-all.txt,1585,200,成功,h264,480x270,30.0,有音频,3.61,10,0,2.493981695000002,0,3,c9d870e664f8c6c3
Totalmusic (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic/SA_LIVE_hls_enc/master.m3u8,Totalmusic.uk@HD,,,,https://static.elektamedia.com/ch/tmc_main.png,Music,1280x720,iptv-org-all.txt,1418,200,成功,h264,1280x720,23.976023976023978,有音频,0.788,4,94,1.3220727226666706,0,2,c1dae5e684a6f027
Tempo TV (720p),https://live.artidijitalmedya.com/artidijital_tempotv/tempotv/playlist.m3u8,TempoTV.tr@SD,,,,https://i.imgur.com/tZpx32y.png,Undefined,1280x720,iptv-org-all.txt,288,200,成功,h264,1280x720,25.0,有音频,5.022,8,137,4.430340246333344,0,2,ebc3699c13c04d1f
Trimedio TV (1080p) [Geo-blocked],https://stream.streaming4u.hu/TriMedioTV/index.m3u8,TrimedioTV.hu@SD,,,,https://i.imgur.com/P4hxWVZ.png,General,1920x1080,iptv-org-all.txt,123,200,成功,h264,1920x1080,25.0,有音频,3.733,10,186,4.241062152999992,0,1,d078876db61f3891
Supremateve (720p) [Not 24/7],https://ss2.tvrdomi.com:1936/supremateve/supremateve/playlist.m3u8,Supremateve.do@HD,,,,https://canalesdominicanos.live/template/images/radios/small/supremateve.jpeg,General,1280x720,iptv-org-all.txt,42,200,成功,h264,1280x720,29.97002997002997,有音频,1.231,10,79,1.5706404759999752,0,3,aea43c46239be7d0
Telemar (720p),https://cloudpro.servidoresdestream.com:8081/8020/index.m3u8,Telemar.ec@SD,,,,https://i.imgur.com/0vX9oJF.png,General,512x288,iptv-org-all.txt,1028,200,成功,h264,512x288,30.0,有音频,3.127,10,178,3.277866577666657,0,2,95ca351550bd5ab9
TBN Україна (720p),https://5d23269b3ec0c.streamlock.net/WEB_Ukraine24/ngrp:Ukraine24.stream-adaptive/playlist.m3u8,TBNUkraine.us@SD,,,,https://i.imgur.com/PhbrGyM.png,Undefined,1280x720,iptv-org-all.txt,1970,200,成功,h264,1280x720,25.0,有音频,4.934,10,155,5.557723859333332,0,2,c2e13f2f211e2d71
Total Bhakti (1080p),https://d34z4embz0hjf6.cloudfront.net/out/v1/d55b3323a9f142638f897378f0b526fe/index.m3u8,TotalBhakti.in@SD,,,,https://i.imgur.com/LPwRdmF.png,Religious,384x288,iptv-org-all.txt,1922,200,成功,h264,384x288,25.0,有音频,2.54,10,102,1.7335862640000148,0,3,93b16d4e314e58b5
Super Hungama (576p),http://103.167.255.18:8085/play/a0lk/index.m3u8,SuperHungama.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SUPER_HUNGAMA/images/LOGO_HD/image.png,Animation;Kids,720x576,iptv-org-all.txt,483,200,成功,h264,720x576,50.0,有音频,2.45,9,180,5.3545208623333265,0,1,fe5ae22291acdc98
TV5 (1080p),https://10st.vcast.im/MYASIATV/TV5/playlist.m3u8,TV5.mn@SD,,,,https://i.imgur.com/asGQfGN.png,General,1920x1080,iptv-org-all.txt,1816,200,成功,h264,1920x1080,23.976023976023978,有音频,6.853,9,121,7.469557028999968,0,2,ead59ccc3a876889
Team USA (1080p),https://amg01416-amg01416c4-firetv-us-4522.playouts.now.amagi.tv/playlist.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,1192,200,成功,h264,426x240,29.97002997002997,有音频,1.71,9,137,2.3374827189999983,0,2,ce3aacea30326373
TG4 (1080p),https://fastly.live.brightcove.com/6384196213112/eu-west-1/1555966122001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoieDl2YzlnLmVncmVzcy55ODN1ZWIiLCJhY2NvdW50X2lkIjoiMTU1NTk2NjEyMjAwMSIsImVobiI6ImZhc3RseS5saXZlLmJyaWdodGNvdmUuY29tIiwiaXNzIjoiYmxpdmUtcGxheWJhY2stc291cmNlLWFwaSIsInN1YiI6InBhdGhtYXB0b2tlbiIsImF1ZCI6WyIxNTU1OTY2MTIyMDAxIl0sImp0aSI6IjYzODQxOTYyMTMxMTIifQ.Co2xR3kmJBoxTaFTpwU0b37lJ05vNt-y32-SwfM26EA/chunklist.m3u8,TG4.ie@SD,,,,https://i.imgur.com/XiAKb4E.png,Undefined,1920x1080,iptv-org-all.txt,1321,200,成功,h264,1920x1080,25.0,有音频,4.217,10,33,4.658624530333327,0,6,8a3f6a8e95714acc
Totalmusic Dance (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic_Dance/SA_LIVE_hls_enc/master.m3u8,TotalmusicDance.uk@HD,,,,https://static.elektamedia.com/ch/tmc_dance.png,Music,1280x720,iptv-org-all.txt,664,200,成功,h264,1280x720,23.976023976023978,有音频,0.842,4,94,2.0455942586666347,0,2,93926cb6916d329b
TBN Armenia,https://164475.gvideo.io/mpegts/164475_650646/master_mpegts.m3u8,TBNArmenia.us@SD,,,,https://i.imgur.com/U5XsT3j.png,Undefined,640x360,iptv-org-all.txt,1741,200,成功,h264,640x360,25.0,有音频,4.562,10,186,4.023982939999996,0,1,bc23a8dc0b2b94b7
TV4 (360p),https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/bullheadcity/G0860_002/playlist.m3u8,TV4.us@SD,,,,https://i.imgur.com/CRvQ6sF.png,Legislative,640x360,iptv-org-all.txt,347,200,成功,h264,640x360,25.0,有音频,0.661,10,44,0.9302288436666876,0,3,a49ed07b63f44a91
The Design Network,https://amg00441-amg00441c1-rakuten-us-6050.playouts.now.amagi.tv/playlist/amg00441-thedesignnetworkllcfast-thedesignnetwork-rakutenus/playlist.m3u8,TheDesignNetwork.us@Poland,,,,https://i.imgur.com/J5YJ3r3.png,Lifestyle,426x240,iptv-org-all.txt,980,200,成功,h264,426x240,29.97002997002997,有音频,3.1,10,163,3.7667299186666696,0,2,eeccc06f13cd84e2
Transformers TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60fb053712f22a0007ff14d2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c9af1-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=56e9a7e3-e01a-48b2-be16-e37776c8d5ef,,,,,,Undefined,426x240,iptv-org-all.txt,98,200,成功,h264,426x240,30.0,有音频,1.17,10,96,2.2605078880000065,0,3,9a9a659c6d993067
Swatantra TV (1080p),https://mumbai-edge.smartplaytv.in/SwatantraTV/index.m3u8,SwatantraTV.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Swatantra_News.png,News,1920x1080,iptv-org-all.txt,2254,200,成功,h264,1920x1080,25.0,有音频,5.381,10,178,7.906586569000012,0,2,d1a07e69176a867a
Supermarket Sweep [Geo-blocked],https://amg00145-letsplayinc-supermarketswep-xumo-59bvy.amagi.tv/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1467,200,成功,h264,1920x1080,29.97002997002997,有音频,1.673,10,157,2.2930346350000264,0,2,9436c9493eb6c29d
Times Brasil (1080p),https://cr7v.short.gy/ManoTV/TimesBrasil/Whats75991634025/CNBC/Index.m3u8,TimesBrasil.br@SD,,,,https://i.ibb.co/X726G1j/Times-Brasil-CNBC-logo-svg-1.png,News,,iptv-org-all.txt,2548,200,成功,h264,,,有音频,4.103,10,162,4.17358235399998,0,3,d9331d66646c3699
The Jack Hanna Channel (1080p),https://aegis-cloudfront-1.tubi.video/cb66e7f1-039e-4e9d-82d9-0e2032e6803e/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,683,200,成功,h264,1920x1080,29.97002997002997,有音频,2.196,10,110,2.487856494333338,0,3,d5cfe36ccc21c04e
TEN (1080p),http://176.65.146.237:8401/play/a0al/index.m3u8,TEN.es@SD,,,,https://i.imgur.com/ZpaeqyN.png,Undefined,1920x1080,iptv-org-all.txt,222,200,成功,h264,1920x1080,25.0,有音频,2.311,10,177,2.4543804916666736,0,2,929b9a939bc6d14c
TV Arta,https://gjirafa-video-live.gjirafa.net/gjvideo-live/mps-vgx-u9p-qv1/index.m3u8,TVArta.xk@SD,,,,https://i.imgur.com/MAhJkK9.png,News,1280x720,iptv-org-all.txt,1459,200,成功,h264,1280x720,25.0,有音频,3.235,10,127,2.8678393609999753,0,3,f475857a03a56693
Sun News (540p),http://103.140.254.2:3500/live/676.m3u8,SunNews.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SUN_NEWS/images/LOGO_HD/image.png,News,960x540,iptv-org-all.txt,961,200,成功,h264,960x540,25.0,有音频,6.442,10,186,6.418028374999987,0,1,e8859ed06fd2906d
The Retro Channel (1080p),https://5fd5567570c0e.streamlock.net/theretrochannel/stream/playlist.m3u8,TheRetroChannel.pr@SD,,,,https://i.imgur.com/t3i1HtE.jpg,Music,1280x720,iptv-org-all.txt,256,200,成功,h264,1280x720,30.0,有音频,1.381,10,95,1.7131351360000053,0,3,9e584163656c953f
Survivor (1080p),https://amg00627-amg00627c16-samsung-nz-2811.playouts.now.amagi.tv/playlist/amg00627-banijayfast-survivor-samsungnz/playlist.m3u8,Survivor.us@SD,,,,https://i.imgur.com/Zz9SgY8.png,Series,1920x1080,iptv-org-all.txt,1068,200,成功,h264,1920x1080,25.0,有音频,2.286,10,78,2.924605784999964,0,6,f39b0c9439b52971
TeleMoldova + [Geo-blocked],https://vdo.ssl-stream.com:3247/stream/play.m3u8,TeleMoldovaPlus.ro@SD,,,,https://i.imgur.com/8z0zLjw.jpeg,News,1920x1080,iptv-org-all.txt,1096,200,成功,h264,1920x1080,25.0,有音频,3.473,9,102,4.3568375336667104,0,3,d5548e124bad12bf
TBN Pacific,https://broadcast.tbnpacific.org.au:4430/stream/TBNPacificTV/playlist.m3u8,TBNPacific.us@SD,,,,https://i.imgur.com/yWJTxKk.png,Undefined,,iptv-org-all.txt,2598,200,成功,h264,,,有音频,17.059,10,186,14.74287606400003,3,27,
TV 2/Bornholm (1080p) [Not 24/7],https://livecdn.euw1-0005.jwplive.com/live/sites/J42OBHtp/media/vvNWt4O9/live.isml/.m3u8,TV2Bornholm.dk@SD,,,,https://i.imgur.com/cEOpXU6.png,Undefined,1920x1080,iptv-org-all.txt,1262,200,成功,h264,1920x1080,30.0,有音频,3.174,10,173,4.0870489269999934,0,2,f5951a3c94612bb6
TeleSanDomenico (1080p),https://stream.mariatvcdn.com/tsd/7c59373bfdb38201b9215ff86f0ce6af.sdp/playlist.m3u8,TeleSanDomenico.it@SD,,,,https://i.imgur.com/l52v9uv.png,Religious,1920x1080,iptv-org-all.txt,1159,200,成功,h264,1920x1080,25.0,有音频,1.965,10,50,1.0393185449999767,0,3,e6b8334ea9b2cc19
Turismo HD (720p),https://live20.bozztv.com/giatvplayout7/giatv-208343/playlist.m3u8,TurismoHD.do@HD,,,,https://gia.tv/streams/pptv/208343.jpg,Entertainment,1280x720,iptv-org-all.txt,31,200,成功,h264,1280x720,24.416666666666668,有音频,0.731,10,74,0.9377374356666905,0,3,89e67bb866592686
Telepace 2 (1080p),https://zkpywrbgdbeg-hls-live.mariatvcdn.it/teleradiopace2/254c9b5c52a73a94ef0f6169cbd05dc2.sdp/playlist.m3u8,Telepace2.it@SD,,,,https://i.imgur.com/qvcf6QC.png,Culture;Religious,1920x1080,iptv-org-all.txt,1771,200,成功,h264,1920x1080,25.0,有音频,0.517,10,128,0.95125288633335,0,3,9cbc9b991b4660e3
TG Norba 24 (404p),https://router.xdevel.com/video0s976570-1326/stream/playlist_dvr.m3u8,TGNorba24.it@SD,,,,https://i.imgur.com/zAZcSgz.png,Undefined,720x404,iptv-org-all.txt,3731,200,成功,h264,720x404,25.0,有音频,3.78,10,146,4.131829112666651,0,2,a5a5a5a5a5a5a55a
The Ohio Channel (WVIZ DT-2),https://0888934ec1a5.us-east-1.playback.live-video.net/api/video/v1/us-east-1.289485033693.channel.Aeaac0ZpvcAZ.m3u8,WVIZDT2.us@SD,,,,https://i.imgur.com/WthgOWL.png,Undefined,284x160,iptv-org-all.txt,400,200,成功,h264,284x160,30.0,有音频,1.563,10,135,2.09564047433336,0,3,d168e4b43bc63a95
The Cycling Channel,https://cyclingtv.playout.vju.tv/cyclingtv/main.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1387,200,成功,h264,1920x1080,30.0,有音频,2.703,10,157,5.130876655000027,0,6,0000000000000000
Tagesschau 24 (720p),https://tagesschau.akamaized.net/hls/live/2020115/tagesschau/tagesschau_1/master.m3u8,tagesschau24.de@SD,,,,https://i.imgur.com/LH0Gctv.png,Undefined,480x270,iptv-org-all.txt,892,200,成功,h264,480x270,50.0,有音频,5.85,10,178,7.242653218666646,0,2,fd61861e934c5cb1
Totalmusic Concerts (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic_Concerts/SA_LIVE_hls_enc/master.m3u8,TotalmusicConcerts.uk@HD,,,,https://static.elektamedia.com/ch/tmc_concerts.png,Music,1280x720,iptv-org-all.txt,840,200,成功,h264,1280x720,23.976023976023978,有音频,0.902,4,76,2.0291459573333364,0,2,91e1c639331e3d36
The Johnny Carson Show (720p),https://aegis-cloudfront-1.tubi.video/475550ae-8708-46a5-a7c3-54acb3d91480/playlist.m3u8,JohnnyCarsonTV.us@SD,,,,https://i.imgur.com/KBTqpJ7.png,Series,1920x1080,iptv-org-all.txt,123,200,成功,h264,1920x1080,29.97002997002997,有音频,1.968,9,162,3.006486539666639,0,2,91d124c6e97c66ec
Teleislas (486p) [Not 24/7],https://5ab772334c39c.streamlock.net/live-teleislas/teleislas/playlist.m3u8,Teleislas.co@SD,,,,https://i.imgur.com/aKHGRyk.png,General,720x486,iptv-org-all.txt,649,200,成功,h264,720x486,29.97002997002997,有音频,0.891,10,78,3.915762427333258,0,3,ec56a1a735ea8343
Toute une histoire,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62f3e6aebcdda4000754fa47/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e06b106-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=944d6772-86fc-4c0e-8d05-e958415ee0be,,,,,,Undefined,426x240,iptv-org-all.txt,43,200,成功,h264,426x240,30.0,有音频,2.803,10,129,2.165722790000018,0,3,fc85f8da4b225cc8
TF1 Series Films (1080p),https://viamotionhsi.netplus.ch/live/eds/hd1/browser-HLS8/hd1.m3u8,TF1SeriesFilms.fr@SD,,,,https://i.imgur.com/4CJIDKQ.png,Movies,1280x720,iptv-org-all.txt,1582,200,成功,h264,1280x720,50.0,有音频,12.181,10,186,13.07979467333333,0,3,
Tamadon TV (720p),https://hls.tamadon.live/hls/stream.m3u8,TamadonTV.af@SD,,,,https://i.imgur.com/edGyj5H.png,Undefined,1280x720,iptv-org-all.txt,520,200,成功,h264,1280x720,25.0,有音频,2.284,10,161,2.729442040666678,0,2,b38e4c311966376e
Telestar1,https://dvb.tennet.ro/mobile_tv/telestar.m3u8,Telestar1.ro@SD,,,,https://i.imgur.com/BTKh5ef.png,Undefined,640x360,iptv-org-all.txt,2065,200,成功,h264,640x360,25.0,有音频,3.871,10,0,5.77771575633335,0,30,c32c4e3bac8d3956
TFX (1080p),https://viamotionhsi.netplus.ch/live/eds/nt1/browser-HLS8/nt1.m3u8,TFX.fr@SD,,,,https://i.imgur.com/d91GcVf.png,Undefined,1280x720,iptv-org-all.txt,1326,200,成功,h264,1280x720,50.0,有音频,11.703,10,186,13.147618750000069,0,3,
Televida (1080p) [Not 24/7],https://fox.hostlagarto.com:8081/televida/tracks-v1a1/mono.m3u8,Televida.do@SD,,,,https://i.imgur.com/S8Zdn41.png,Religious,1920x1080,iptv-org-all.txt,22,200,成功,h264,1920x1080,29.97002997002997,有音频,0.79,10,141,1.2300443776667105,0,2,d196894ee1936ce9
Tastemade Home [Geo-blocked],https://amg00047-tastemade-amg00047c2-cineverse-us-1357.playouts.now.amagi.tv/playlist/amg00047-tastemadefast-tastemadehome-cineverseus/playlist.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,1546,200,成功,h264,426x240,29.97002997002997,有音频,3.453,10,156,5.556953257999946,0,3,ec1a36a46c9659b6
The Judge Judy Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e92e536f28870007fa9b3a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c5077-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d7542660-a0a4-415c-a70a-fae3199e0e29,TheJudgeJudyChannel.us@SD,,,,https://i.imgur.com/RhD7gIW.png,Series,426x240,iptv-org-all.txt,37,200,成功,h264,426x240,30.0,有音频,1.584,10,93,2.4515630393333745,0,3,9536ce78c935c12d
Thendral TV (576p),https://live.thendralcloud.in/thendraltv/d0dbe915091d400bd8ee7f27f0791303.sdp/chunks.m3u8,ThendralTV.in@SD,,,,https://i.imgur.com/kQK80gB.png,Undefined,1280x720,iptv-org-all.txt,2368,200,成功,h264,1280x720,25.0,有音频,1.322,9,30,0.7945208563333305,0,3,95fada11b8619ac9
TV Asia (1080p),https://amg00206-amg00206c1-distrotv-us-6886.playouts.now.amagi.tv/24-25-6886.m3u8,TVAsia.us@SD,,,,https://i.imgur.com/a0BRhvr.png,Undefined,1920x1080,iptv-org-all.txt,1041,200,成功,h264,1920x1080,29.97002997002997,有音频,1.983,10,93,1.9380513453333303,0,3,8ba1dd4cd9252667
Telemundo Corpus Christi,https://content.uplynk.com/channel/b6a96ed39d694ae1b738faa98cf7dd3f.m3u8,TelemundoCorpusChristi.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/9/98/Telemundo_Corpus_Christi_logo.png,Entertainment,640x360,iptv-org-all.txt,22,200,成功,h264,640x360,30.0,有音频,4.751,10,16,5.635511440333365,0,3,e1dbf431849ae187
Tevex (720p) [Not 24/7],https://v4.tustreaming.cl/tevexinter/index.m3u8,Tevex.cl@SD,,,,https://i.imgur.com/FnInQRd.png,Business,1280x720,iptv-org-all.txt,1329,200,成功,h264,1280x720,30.0,有音频,1.007,10,167,1.2343397333333617,0,2,9cddd39a6b0c9328
Tele Elx (1080p),https://tvdirecto.teleelx.es/stream/teleelx.m3u8,TeleElx.es@SD,,,,https://i.imgur.com/w5NTWpl.png,General,1920x1080,iptv-org-all.txt,646,200,成功,h264,1920x1080,25.0,有音频,2.034,10,131,2.866375044666673,0,2,e8b173b13a193b1c
Tropical Music TV (720p),https://59a564764e2b6.streamlock.net/vallenato/tropical/playlist.m3u8,TropicalMusicTV.us@SD,,,,https://i.imgur.com/h48pwLn.png,Music,1280x720,iptv-org-all.txt,157,200,成功,h264,1280x720,29.97002997002997,有音频,0.989,10,79,1.6769157339999954,0,3,d0a977512de21ec6
TBN España (576p),https://edge.xn--tbnespaa-j3a.es/LiveApp/streams/tbnlive.m3u8,TBNEspana.es@SD,,,,https://i.imgur.com/oGvsUH9.png,Religious,1920x1080,iptv-org-all.txt,1509,200,成功,h264,1920x1080,50.0,有音频,2.338,10,186,3.096626251333324,0,6,
The Jamie Oliver Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64dab9df3d48f40008868091/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c25c5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4c35404c-1695-499c-9f13-965f00e7ea9b,TheJamieOliverChannel.us@SD,,,,https://i.imgur.com/4v93XUB.png,Lifestyle,426x240,iptv-org-all.txt,292,200,成功,h264,426x240,30.0,有音频,2.079,10,131,1.9666024129999755,0,2,8e6d81a7ebd9b022
Telesur (480p),https://mblesmain01.telesur.ultrabase.net/mbliveMain/480p/playlist.m3u8,Telesur.ve@SD,,,,https://i.imgur.com/P50VjRX.png,News,640x360,iptv-org-all.txt,1287,200,成功,h264,640x360,29.97002997002997,有音频,0.576,10,22,0.7229844996666657,0,3,916a49352fd318bb
Taivas TV7 (720p),https://vod.tv7.fi/tv7-fi/smil:tv7-fi.smil/playlist.m3u8,TaivasTV7.fi@SD,,,,https://i.imgur.com/JyJNiXy.png,Religious,1920x1080,iptv-org-all.txt,611,200,成功,h264,1920x1080,25.0,有音频,9.301,10,186,9.323820014666675,0,1,e9dd6e91db444492
TeleMas (480p) [Geo-blocked],https://mist01.homestream.fun/hls/tlmas904/0_1/index.m3u8,TeleMas.cr@SD,,,,https://i.imgur.com/5Rc8mA5.png,Entertainment,1280x720,iptv-org-all.txt,1007,200,成功,h264,1280x720,24.0,有音频,1.503,10,177,1.972518439333309,0,3,9193363c9db3258d
TV Belle Amie (540p),http://92.60.238.10:1935/live/belleamie/playlist.m3u8,BelleAmie.rs@SD,,,,https://i.imgur.com/tOlN5Rz.png,General,960x540,iptv-org-all.txt,392,200,成功,h264,960x540,25.0,有音频,2.541,10,158,9.290829383333326,0,2,da92e4c531743fe0
TV Cisne (1080p),https://video2.lhdserver.es/tvcisne/live.m3u8,TVCisne.ec@SD,,,,https://i.imgur.com/xIuFSnx.png,General,1920x1080,iptv-org-all.txt,782,200,成功,h264,1920x1080,29.97002997002997,有音频,2.37,10,133,2.90203514033332,0,6,adadad5752525252
Su Mundo TV (1080p),https://175036.global.ssl.fastly.net/6217e980d5bee0e090792fdf/live_75f5635097ba11ecb9f1255c8fe65a34/index.m3u8,SuMundoTV.do@SD,,,,https://i.imgur.com/twGGfJr.png,General,1920x1080,iptv-org-all.txt,1195,200,成功,h264,1920x1080,30.0,有音频,1.452,10,42,1.2772405603333443,0,3,c9d0868f97369e31
Telepace Trento (540p),https://5a1178b42cc03.streamlock.net/telepacetrento/telepacetrento/playlist.m3u8,TelepaceTrento.it@SD,,,,https://tvtvtv.ru/icons/telepace_trento.png,Religious,960x540,iptv-org-all.txt,1733,200,成功,h264,960x540,25.0,有音频,2.833,10,96,4.788949754999995,0,3,95c86a736a3668b5
